id,coder,dimension,final_category,is_new,model_category,model_certainty
lni308/313 DELFI2020_paper_53,lukka,techstack,insufficient_information,False,javascript_web,0.7
lni308/313 DELFI2020_paper_53,lukka,evaluation,usability_study;empirical_study,False,usability_study;empirical_study,0.9
lni31/GI-Proceedings.31-10,lukka,label_research_software,1,False,1.0,0.9
lni31/GI-Proceedings.31-10,lukka,research_position,proof_of_concept_product,False,datenanalyse,0.8
lni31/GI-Proceedings.31-10,lukka,software_lifecycle,entwurf;implementierung,False,entwurf;implementierung;testen_qualitaetssicherung,0.9
lni31/GI-Proceedings.31-10,lukka,software_type,numerical_mathematical,False,numerical_mathematical,0.9
lni31/GI-Proceedings.31-10,lukka,techstack,insufficient_information,False,conceptual,0.8
lni31/GI-Proceedings.31-10,lukka,evaluation,benchmarking;performance_evaluation,False,testing;benchmarking,0.9
lni220/2257,lukka,label_research_software,1,False,1.0,0.95
lni220/2257,lukka,research_position,product_result,False,datenanalyse,0.95
lni220/2257,lukka,software_lifecycle,entwurf,False,entwurf;implementierung;deployment_betrieb,0.8
lni220/2257,lukka,software_type,insufficient_information,False,library_package,0.9
lni220/2257,lukka,techstack,matlab,False,matlab,0.95
lni220/2257,lukka,evaluation,insufficient_information,False,testing,0.5
lni194/287,lukka,label_research_software,0,False,1.0,0.9
lni214/185,lukka,label_research_software,1,False,1.0,0.95
lni94/GI-Proceedings-94-1,lukka,label_research_software,1,False,1.0,0.95
lni94/GI-Proceedings-94-1,lukka,research_position,insufficient_information,False,visualisierung_dissemination,0.9
lni373/B2-1,lukka,label_research_software,1,False,1.0,0.95
lni373/B2-1,lukka,research_position,product_result,False,human_facing_intervention,0.9
lni373/B2-1,lukka,software_lifecycle,entwurf;testen_qualitaetssicherung;implementierung,False,entwurf;implementierung;testen_qualitaetssicherung;deployment_betrieb,0.9
lni373/B2-1,lukka,software_type,vr_application;middleware_service,False,vr_application,0.95
lni373/B2-1,lukka,techstack,c_cpp,False,c_cpp;javascript_web,0.9
lni373/B2-1,lukka,evaluation,empirical_study;benchmarking;usability_study,False,testing;usability_study;empirical_study,0.95
lni51/GI-Proceedings.51-108,lukka,label_research_software,1,False,1.0,0.95
lni51/GI-Proceedings.51-108,lukka,research_position,product_result,False,research_infrastructure_support,0.9
lni51/GI-Proceedings.51-108,lukka,software_lifecycle,entwurf;implementierung;projektdefinition,False,entwurf;implementierung;deployment_betrieb,0.9
lni51/GI-Proceedings.51-108,lukka,software_type,middleware_service,False,middleware_service,0.9
lni51/GI-Proceedings.51-108,lukka,techstack,xml_xsd,False,xml_xsd,0.95
lni51/GI-Proceedings.51-108,lukka,evaluation,planned;conceptual_evaluation,False,testing,0.7
lni176/91,lukka,label_research_software,0,False,1.0,0.9
lni55/GI-Proceedings.55-26,lukka,label_research_software,1,False,1.0,0.9
lni55/GI-Proceedings.55-26,lukka,research_position,proof_of_concept_product,False,research_infrastructure_support,0.8
lni55/GI-Proceedings.55-26,lukka,software_lifecycle,entwurf;implementierung;testen_qualitaetssicherung,False,entwurf;implementierung;testen_qualitaetssicherung;deployment_betrieb,0.9
lni55/GI-Proceedings.55-26,lukka,software_type,middleware_service;library_package,False,middleware_service,0.9
lni55/GI-Proceedings.55-26,lukka,techstack,c_cpp,False,c_cpp,0.9
lni55/GI-Proceedings.55-26,lukka,evaluation,testing,False,testing,0.8
lni295/paper11_03,lukka,label_research_software,1,False,1.0,0.95
lni295/paper11_03,lukka,research_position,product_result,False,datenanalyse,0.9
lni295/paper11_03,lukka,software_lifecycle,entwurf;implementierung;testen_qualitaetssicherung;projektdefinition,False,entwurf;implementierung;testen_qualitaetssicherung,0.9
lni295/paper11_03,lukka,software_type,ml_model;numerical_mathematical,False,library_package,0.8
lni295/paper11_03,lukka,techstack,python,False,python,0.7
lni295/paper11_03,lukka,evaluation,empirical_study;benchmarking,False,testing,0.95
lni318/swm2021-04,lukka,label_research_software,1,False,1.0,0.95
lni318/swm2021-04,lukka,research_position,proof_of_concept_product,False,research_infrastructure_support,0.9
lni318/swm2021-04,lukka,software_lifecycle,entwurf;implementierung,False,projektdefinition;anforderungen;entwurf;implementierung;deployment_betrieb,0.9
lni318/swm2021-04,lukka,software_type,full_stack_application;middleware_service,False,full_stack_application,0.9
lni318/swm2021-04,lukka,techstack,python;sql_db,False,python;sql_db,0.95
lni318/swm2021-04,lukka,evaluation,planned,False,conceptual_evaluation;planned,0.8
lni360/B8-2,lukka,label_research_software,1,False,1.0,0.95
lni360/B8-2,lukka,research_position,formal_verification,False,formal_verification,0.95
lni360/B8-2,lukka,software_lifecycle,implementierung;testen_qualitaetssicherung,False,entwurf;implementierung;testen_qualitaetssicherung,0.9
lni360/B8-2,lukka,software_type,numerical_mathematical,False,library_package,0.9
lni360/B8-2,lukka,techstack,insufficient_information,False,java_jvm,0.7
lni360/B8-2,lukka,evaluation,benchmarking;performance_evaluation;testing,False,testing,0.95
lni136/189,lukka,label_research_software,1,False,1.0,1.0
lni136/189,lukka,research_position,product_result,False,datenanalyse,1.0
lni136/189,lukka,software_lifecycle,implementierung;testen_qualitaetssicherung,False,implementierung;testen_qualitaetssicherung;deployment_betrieb,0.9
lni136/189,lukka,software_type,numerical_mathematical,False,library_package,0.9
lni136/189,lukka,techstack,insufficient_information,False,c_cpp,0.5
lni136/189,lukka,evaluation,performance_evaluation;benchmarking,False,testing,1.0
lni220/1821,lukka,label_research_software,1,False,1.0,0.9
lni220/1821,lukka,research_position,simulation_modellierung,False,datenanalyse,0.95
lni220/1821,lukka,software_lifecycle,implementierung;entwurf;testen_qualitaetssicherung,False,entwurf;implementierung;testen_qualitaetssicherung,0.9
lni220/1821,lukka,software_type,numerical_mathematical,False,numerical_mathematical,0.9
lni220/1821,lukka,techstack,r_lang,False,r_lang,0.8
lni220/1821,lukka,evaluation,empirical_study;benchmarking,False,testing,0.9
lni223/43,lukka,label_research_software,1,False,1.0,0.95
lni223/43,lukka,research_position,product_result,False,research_infrastructure_support,0.9
lni223/43,lukka,software_lifecycle,entwurf;implementierung,False,entwurf;implementierung;deployment_betrieb,0.9
lni223/43,lukka,software_type,middleware_service,False,middleware_service,0.95
lni223/43,lukka,techstack,insufficient_information,False,java_jvm,0.7
lni223/43,lukka,evaluation,benchmarking;conceptual_evaluation,False,testing,0.9
lni225/97,lukka,label_research_software,1,False,1.0,0.95
lni225/97,lukka,research_position,product_result,False,research_infrastructure_support,0.9
lni225/97,lukka,software_lifecycle,entwurf;implementierung,False,entwurf;implementierung;testen_qualitaetssicherung,0.9
lni225/97,lukka,software_type,plugin_extension,False,plugin_extension,0.95
lni225/97,lukka,techstack,java_jvm,False,java_jvm,0.95
lni225/97,lukka,evaluation,testing,False,testing,0.9
lni337/02_05_13_Kruse,lukka,label_research_software,1,False,1.0,0.95
lni337/02_05_13_Kruse,lukka,research_position,product_result,False,human_facing_intervention,0.9
lni337/02_05_13_Kruse,lukka,software_lifecycle,entwurf;implementierung;deployment_betrieb,False,entwurf;implementierung;testen_qualitaetssicherung;deployment_betrieb,0.9
lni337/02_05_13_Kruse,lukka,software_type,full_stack_application;middleware_service,False,full_stack_application,0.9
lni337/02_05_13_Kruse,lukka,techstack,insufficient_information,False,javascript_web;xml_xsd,0.8
lni337/02_05_13_Kruse,lukka,evaluation,usability_study;empirical_study,False,usability_study;empirical_study,0.7
lni329/23-BIOSIG_2022_paper_4,lukka,label_research_software,1,False,1.0,0.95
lni329/23-BIOSIG_2022_paper_4,lukka,research_position,datenanalyse,False,datenanalyse,0.95
lni329/23-BIOSIG_2022_paper_4,lukka,software_lifecycle,entwurf;implementierung;testen_qualitaetssicherung,False,entwurf;implementierung;testen_qualitaetssicherung,0.9
lni329/23-BIOSIG_2022_paper_4,lukka,software_type,analysis_pipeline;ml_model,False,deep_learning_model,0.9
lni329/23-BIOSIG_2022_paper_4,lukka,techstack,python,False,python,0.9
lni329/23-BIOSIG_2022_paper_4,lukka,evaluation,benchmarking;performance_evaluation,False,testing,0.95
lni216/237,lukka,label_research_software,1,False,1.0,0.95
lni216/237,lukka,research_position,visualisierung_dissemination,False,visualisierung_dissemination,0.95
lni216/237,lukka,software_lifecycle,entwurf;implementierung;projektdefinition;anforderungen;testen_qualitaetssicherung;deployment_betrieb,False,entwurf;implementierung;deployment_betrieb,0.9
lni216/237,lukka,software_type,full_stack_application;analysis_pipeline,False,full_stack_application,0.9
lni216/237,lukka,techstack,javascript_web;java_jvm,False,java_jvm;javascript_web,0.9
lni216/237,lukka,evaluation,performance_evaluation,False,testing,0.7
lni293/proceedings-02,lukka,label_research_software,1,False,1.0,0.95
lni293/proceedings-02,lukka,research_position,proof_of_concept_product,False,research_infrastructure_support,0.9
lni293/proceedings-02,lukka,software_lifecycle,entwurf;implementierung,False,entwurf;implementierung;testen_qualitaetssicherung;deployment_betrieb,0.9
lni293/proceedings-02,lukka,software_type,middleware_service,False,middleware_service,0.9
lni293/proceedings-02,lukka,techstack,xml_xsd,False,xml_xsd,0.9
lni293/proceedings-02,lukka,evaluation,conceptual_evaluation,False,testing,0.8
lni103/172,lukka,label_research_software,1,False,1.0,0.95
lni103/172,lukka,research_position,product_result,False,product_result,0.95
lni103/172,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung,False,entwurf;implementierung;testen_qualitaetssicherung;deployment_betrieb,0.9
lni103/172,lukka,software_type,middleware_service;library_package,False,middleware_service;library_package,0.8
lni103/172,lukka,techstack,java_jvm;xml_xsd,False,java_jvm;xml_xsd,0.9
lni103/172,lukka,evaluation,benchmarking;performance_evaluation;alternatives_comparison;alternatives_comparison,False,testing;performance_evaluation,0.9
lni329/30-BIOSIG_2022_paper_20,lukka,label_research_software,1,False,1.0,0.95
lni329/30-BIOSIG_2022_paper_20,lukka,research_position,datenerhebung,False,product_result,1.0
lni329/30-BIOSIG_2022_paper_20,lukka,software_lifecycle,projektdefinition;implementierung;anforderungen;entwurf,False,implementierung;deployment_betrieb,0.9
lni329/30-BIOSIG_2022_paper_20,lukka,software_type,analysis_pipeline;embedded_hardware,False,analysis_pipeline;library_package,0.85
lni329/30-BIOSIG_2022_paper_20,lukka,techstack,insufficient_information,False,insufficient_information,1.0
lni329/30-BIOSIG_2022_paper_20,lukka,evaluation,benchmarking,False,testing;benchmarking,0.95
lni122/118-122,lukka,label_research_software,0,False,1.0,0.95
lni337/03_02_07_Steinert,lukka,label_research_software,0,False,1.0,0.9
lni48/GI.Band.48-15,lukka,label_research_software,1,False,1.0,0.95
lni48/GI.Band.48-15,lukka,research_position,formal_verification,False,formal_verification,1.0
lni48/GI.Band.48-15,lukka,software_lifecycle,entwurf;implementierung;projektdefinition,False,entwurf;implementierung;testen_qualitaetssicherung,0.9
lni48/GI.Band.48-15,lukka,software_type,numerical_mathematical;domain_specific_language,False,numerical_mathematical;domain_specific_language,1.0
lni48/GI.Band.48-15,lukka,techstack,formal_specification_languages,False,formal_specification_languages,1.0
lni48/GI.Band.48-15,lukka,evaluation,testing;empirical_study,False,testing;benchmarking,0.8
lni165/286,lukka,label_research_software,1,False,1.0,0.95
lni165/286,lukka,research_position,simulation_modellierung,False,proof_of_concept_product,0.95
lni165/286,lukka,software_lifecycle,entwurf;implementierung;testen_qualitaetssicherung,False,entwurf;implementierung;testen_qualitaetssicherung;deployment_betrieb,0.9
lni165/286,lukka,software_type,numerical_mathematical,False,simulation_framework,0.9
lni165/286,lukka,techstack,java_jvm,False,java_jvm,0.8
lni165/286,lukka,evaluation,performance_evaluation;alternatives_comparison,False,performance_evaluation;testing,0.95
lni368/infos2025_wi_1,lukka,label_research_software,1,False,1.0,0.9
lni368/infos2025_wi_1,lukka,research_position,datenerhebung,False,,
lni368/infos2025_wi_1,lukka,software_lifecycle,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung,False,anforderungen;entwurf;implementierung;testen_qualitaetssicherung;deployment_betrieb,0.9
lni368/infos2025_wi_1,lukka,software_type,full_stack_application,False,full_stack_application,0.7
lni368/infos2025_wi_1,lukka,techstack,insufficient_information,False,conceptual,1.0
lni368/infos2025_wi_1,lukka,evaluation,testing;empirical_study;conceptual_evaluation,False,empirical_study;testing,0.95
lni279/B1-65,lukka,label_research_software,1,False,1.0,0.9
lni279/B1-65,lukka,research_position,product_result,False,product_result,0.95
lni279/B1-65,lukka,software_lifecycle,entwurf;implementierung;testen_qualitaetssicherung,False,entwurf;implementierung;testen_qualitaetssicherung,0.9
lni279/B1-65,lukka,software_type,analysis_pipeline;middleware_service,False,library_package;simulation_framework,0.8
lni279/B1-65,lukka,techstack,insufficient_information,False,c_cpp,0.7
lni279/B1-65,lukka,evaluation,performance_evaluation;conceptual_evaluation,False,testing;performance_evaluation,0.8
lni71/GI-Proceedings.71-13,lukka,label_research_software,1,False,1.0,0.95
lni71/GI-Proceedings.71-13,lukka,research_position,simulation_modellierung,False,simulation_modellierung,1.0
lni71/GI-Proceedings.71-13,lukka,software_lifecycle,implementierung;testen_qualitaetssicherung;entwurf,False,entwurf;implementierung;testen_qualitaetssicherung,0.9
lni71/GI-Proceedings.71-13,lukka,software_type,numerical_mathematical,False,numerical_mathematical;simulation_framework,0.85
lni71/GI-Proceedings.71-13,lukka,techstack,insufficient_information,False,c_cpp,0.7
lni71/GI-Proceedings.71-13,lukka,evaluation,performance_evaluation;empirical_study;alternatives_comparison,False,testing;benchmarking;performance_evaluation,0.95
312/proceedings-04,lukka,label_research_software,1,False,1.0,0.95
312/proceedings-04,lukka,research_position,product_result,False,product_result,1.0
312/proceedings-04,lukka,software_lifecycle,entwurf;implementierung,False,projektdefinition;anforderungen;entwurf;implementierung;testen_qualitaetssicherung;deployment_betrieb,0.95
312/proceedings-04,lukka,software_type,full_stack_application;middleware_service,False,full_stack_application;middleware_service;plugin_extension;library_package,0.9
312/proceedings-04,lukka,techstack,c_cpp;javascript_web,False,javascript_web;c_cpp;sql_db,0.8
312/proceedings-04,lukka,evaluation,usability_study,False,usability_study;testing,0.95
lni93/GI-Proceedings-93-4,lukka,label_research_software,1,False,1.0,0.95
lni93/GI-Proceedings-93-4,lukka,research_position,proof_of_concept_product,False,product_result,0.95
lni93/GI-Proceedings-93-4,lukka,software_lifecycle,entwurf;implementierung,False,entwurf;implementierung;testen_qualitaetssicherung,0.9
lni93/GI-Proceedings-93-4,lukka,software_type,middleware_service;full_stack_application,False,middleware_service;library_package,0.8
lni93/GI-Proceedings-93-4,lukka,techstack,java_jvm,False,java_jvm,0.7
lni93/GI-Proceedings-93-4,lukka,evaluation,performance_evaluation,False,testing;performance_evaluation,0.9
lni306/BIOSIG_2020_paper_4_update,lukka,label_research_software,1,False,1.0,0.95
lni306/BIOSIG_2020_paper_4_update,lukka,research_position,simulation_modellierung,False,proof_of_concept_product,0.95
lni306/BIOSIG_2020_paper_4_update,lukka,software_lifecycle,implementierung;testen_qualitaetssicherung,False,implementierung;testen_qualitaetssicherung,0.9
lni306/BIOSIG_2020_paper_4_update,lukka,software_type,analysis_pipeline;numerical_mathematical,False,script;analysis_pipeline,0.85
lni306/BIOSIG_2020_paper_4_update,lukka,techstack,r_lang,False,r_lang,0.95
lni306/BIOSIG_2020_paper_4_update,lukka,evaluation,empirical_study;alternatives_comparison,False,testing;performance_evaluation,0.9
lni65/GI-Proceedings.65-35,lukka,label_research_software,0,False,1.0,0.9
lni52/GI.-.Proceedings.52-4,lukka,label_research_software,0,False,1.0,0.9
lni366/Faehndrich_et_al,lukka,label_research_software,1,False,1.0,0.95
lni366/Faehndrich_et_al,lukka,research_position,datenanalyse,False,product_result,1.0
lni366/Faehndrich_et_al,lukka,software_lifecycle,entwurf;implementierung;anforderungen,False,anforderungen;entwurf;implementierung;testen_qualitaetssicherung,0.9
lni366/Faehndrich_et_al,lukka,software_type,full_stack_application;analysis_pipeline,False,full_stack_application;library_package,0.8
lni366/Faehndrich_et_al,lukka,techstack,insufficient_information,False,python,0.5
lni366/Faehndrich_et_al,lukka,evaluation,planned,False,testing;planned,0.9
lni331/B1-7,lukka,label_research_software,1,False,1.0,0.95
lni331/B1-7,lukka,research_position,product_result,False,product_result,1.0
